Learning rate,epoch,entradas,pesos,prediction,Salida deseada,loss,Pesos finales,bias,accuracy,umbral
1.00e-04,289,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.79e-01', '3.81e-01']",9.93e-01,2.72e+02,0.3
1.00e-04,290,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.79e-01', '3.82e-01']",9.93e-01,2.73e+02,0.3
1.00e-04,291,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.79e-01', '3.82e-01']",9.93e-01,2.74e+02,0.3
1.00e-04,292,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.78e-01', '3.82e-01']",9.93e-01,2.75e+02,0.3
1.00e-04,293,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.79e-01', '3.82e-01']",9.93e-01,2.76e+02,0.3
1.00e-04,294,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.78e-01', '3.82e-01']",9.93e-01,2.76e+02,0.3
1.00e-04,295,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.79e-01', '3.82e-01']",9.93e-01,2.77e+02,0.3
1.00e-04,296,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.79e-01', '3.82e-01']",9.93e-01,2.78e+02,0.3
1.00e-04,297,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.78e-01', '3.82e-01']",9.93e-01,2.79e+02,0.3
1.00e-04,298,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.79e-01', '3.82e-01']",9.93e-01,2.80e+02,0.3
1.00e-04,299,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.78e-01', '3.82e-01']",9.93e-01,2.81e+02,0.3
1.00e-04,300,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.79e-01', '3.82e-01']",9.93e-01,2.82e+02,0.3
1.00e-04,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.68e-01', '3.11e-01']",6.75e-01,5.00e-01,0.5
1.00e-04,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.44e-01', '3.17e-01']",6.79e-01,1.00e+00,0.5
1.00e-04,3,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.20e-01', '3.22e-01']",6.83e-01,1.50e+00,0.5
1.00e-04,4,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.97e-01', '3.27e-01']",6.87e-01,2.00e+00,0.5
1.00e-04,5,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.73e-01', '3.33e-01']",6.91e-01,2.50e+00,0.5
1.00e-04,6,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.49e-01', '3.38e-01']",6.95e-01,3.00e+00,0.5
1.00e-04,7,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.25e-01', '3.43e-01']",6.99e-01,3.50e+00,0.5
1.00e-04,8,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.02e-01', '3.48e-01']",7.03e-01,4.00e+00,0.5
1.00e-04,9,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.78e-01', '3.54e-01']",7.07e-01,4.50e+00,0.5
1.00e-04,10,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.54e-01', '3.59e-01']",7.11e-01,5.00e+00,0.5
1.00e-04,11,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,3.90e+01,"['-1.31e-01', '3.64e-01']",7.15e-01,5.51e+00,0.5
1.00e-04,12,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,2.50e+01,"['-1.16e-01', '3.67e-01']",7.17e-01,6.20e+00,0.5
1.00e-04,13,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,9.00e+00,"['-1.10e-01', '3.69e-01']",7.18e-01,7.09e+00,0.5
1.00e-04,14,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.07e-01', '3.69e-01']",7.19e-01,8.03e+00,0.5
1.00e-04,15,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.05e-01', '3.69e-01']",7.19e-01,8.99e+00,0.5
1.00e-04,16,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,2.00e+00,"['-1.04e-01', '3.70e-01']",7.19e-01,9.96e+00,0.5
1.00e-04,17,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,2.00e+00,"['-1.03e-01', '3.70e-01']",7.19e-01,1.09e+01,0.5
1.00e-04,18,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-1.02e-01', '3.70e-01']",7.19e-01,1.19e+01,0.5
1.00e-04,19,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-1.02e-01', '3.70e-01']",7.20e-01,1.29e+01,0.5
1.00e-04,20,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-1.01e-01', '3.70e-01']",7.20e-01,1.39e+01,0.5
1.00e-04,21,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-1.01e-01', '3.70e-01']",7.20e-01,1.49e+01,0.5
1.00e-04,22,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-1.00e-01', '3.70e-01']",7.20e-01,1.59e+01,0.5
1.00e-04,23,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-9.94e-02', '3.70e-01']",7.20e-01,1.69e+01,0.5
1.00e-04,24,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-9.88e-02', '3.71e-01']",7.20e-01,1.79e+01,0.5
1.00e-04,25,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-9.82e-02', '3.71e-01']",7.20e-01,1.88e+01,0.5
1.00e-04,26,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['-9.82e-02', '3.71e-01']",7.20e-01,1.98e+01,0.5
1.00e-04,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.68e-01', '3.11e-01']",4.18e-01,5.00e-01,0.7
1.00e-04,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.44e-01', '3.17e-01']",4.22e-01,1.00e+00,0.7
1.00e-04,3,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.20e-01', '3.22e-01']",4.26e-01,1.50e+00,0.7
1.00e-04,4,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.97e-01', '3.27e-01']",4.30e-01,2.00e+00,0.7
1.00e-04,5,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.73e-01', '3.33e-01']",4.34e-01,2.50e+00,0.7
1.00e-04,6,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.49e-01', '3.38e-01']",4.38e-01,3.00e+00,0.7
1.00e-04,7,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.25e-01', '3.43e-01']",4.42e-01,3.50e+00,0.7
1.00e-04,8,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.02e-01', '3.48e-01']",4.46e-01,4.00e+00,0.7
1.00e-04,9,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.78e-01', '3.54e-01']",4.50e-01,4.50e+00,0.7
1.00e-04,10,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.54e-01', '3.59e-01']",4.54e-01,5.00e+00,0.7
1.00e-04,11,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.31e-01', '3.64e-01']",4.58e-01,5.50e+00,0.7
1.00e-04,12,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.07e-01', '3.70e-01']",4.62e-01,6.00e+00,0.7
1.00e-04,13,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-8.31e-02', '3.75e-01']",4.66e-01,6.50e+00,0.7
1.00e-04,14,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.90e+01,"['-6.01e-02', '3.80e-01']",4.70e-01,7.01e+00,0.7
1.00e-04,15,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,2.40e+01,"['-4.60e-02', '3.83e-01']",4.73e-01,7.71e+00,0.7
1.00e-04,16,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.20e+01,"['-3.94e-02', '3.84e-01']",4.74e-01,8.56e+00,0.7
1.00e-04,17,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,8.00e+00,"['-3.50e-02', '3.85e-01']",4.75e-01,9.46e+00,0.7
1.00e-04,18,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-3.24e-02', '3.86e-01']",4.75e-01,1.04e+01,0.7
1.00e-04,19,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-3.07e-02', '3.86e-01']",4.76e-01,1.14e+01,0.7
1.00e-04,20,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,2.00e+00,"['-2.95e-02', '3.86e-01']",4.76e-01,1.23e+01,0.7
1.00e-04,21,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,2.00e+00,"['-2.83e-02', '3.86e-01']",4.76e-01,1.33e+01,0.7
1.00e-04,22,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-2.77e-02', '3.86e-01']",4.76e-01,1.43e+01,0.7
1.00e-04,23,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-2.71e-02', '3.87e-01']",4.76e-01,1.53e+01,0.7
1.00e-04,24,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-2.65e-02', '3.87e-01']",4.76e-01,1.63e+01,0.7
1.00e-04,25,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['-2.65e-02', '3.87e-01']",4.76e-01,1.73e+01,0.7
1.00e-04,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.68e-01', '3.11e-01']",1.73e-01,5.00e-01,0.9
1.00e-04,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.44e-01', '3.17e-01']",1.77e-01,1.00e+00,0.9
1.00e-04,3,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.20e-01', '3.22e-01']",1.81e-01,1.50e+00,0.9
1.00e-04,4,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.97e-01', '3.27e-01']",1.85e-01,2.00e+00,0.9
1.00e-04,5,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.73e-01', '3.33e-01']",1.89e-01,2.50e+00,0.9
1.00e-04,6,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.49e-01', '3.38e-01']",1.93e-01,3.00e+00,0.9
1.00e-04,7,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.25e-01', '3.43e-01']",1.97e-01,3.50e+00,0.9
1.00e-04,8,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.02e-01', '3.48e-01']",2.01e-01,4.00e+00,0.9
1.00e-04,9,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.78e-01', '3.54e-01']",2.05e-01,4.50e+00,0.9
1.00e-04,10,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.54e-01', '3.59e-01']",2.09e-01,5.00e+00,0.9
1.00e-04,11,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.31e-01', '3.64e-01']",2.13e-01,5.50e+00,0.9
1.00e-04,12,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.07e-01', '3.70e-01']",2.17e-01,6.00e+00,0.9
1.00e-04,13,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-8.31e-02', '3.75e-01']",2.21e-01,6.50e+00,0.9
1.00e-04,14,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-5.94e-02', '3.80e-01']",2.25e-01,7.00e+00,0.9
1.00e-04,15,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.57e-02', '3.86e-01']",2.29e-01,7.50e+00,0.9
1.00e-04,16,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.20e-02', '3.91e-01']",2.33e-01,8.00e+00,0.9
1.00e-04,17,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.80e+01,"['1.04e-02', '3.96e-01']",2.37e-01,8.53e+00,0.9
1.00e-04,18,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,2.30e+01,"['2.34e-02', '3.99e-01']",2.39e-01,9.24e+00,0.9
1.00e-04,19,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.50e+01,"['3.17e-02', '4.00e-01']",2.40e-01,1.01e+01,0.9
1.00e-04,20,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,8.00e+00,"['3.60e-02', '4.01e-01']",2.41e-01,1.09e+01,0.9
1.00e-04,21,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,7.00e+00,"['3.97e-02', '4.02e-01']",2.42e-01,1.19e+01,0.9
1.00e-04,22,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['4.24e-02', '4.02e-01']",2.42e-01,1.28e+01,0.9
1.00e-04,23,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['4.45e-02', '4.03e-01']",2.43e-01,1.38e+01,0.9
1.00e-04,24,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['4.59e-02', '4.03e-01']",2.43e-01,1.47e+01,0.9
1.00e-04,25,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['4.74e-02', '4.03e-01']",2.43e-01,1.57e+01,0.9
1.00e-04,26,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['4.89e-02', '4.04e-01']",2.44e-01,1.66e+01,0.9
1.00e-04,27,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['5.04e-02', '4.04e-01']",2.44e-01,1.76e+01,0.9
1.00e-04,28,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['5.09e-02', '4.04e-01']",2.44e-01,1.86e+01,0.9
1.00e-04,29,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['5.14e-02', '4.04e-01']",2.44e-01,1.96e+01,0.9
1.00e-04,30,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['5.14e-02', '4.04e-01']",2.44e-01,2.06e+01,0.9
1.00e-04,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.68e-01', '3.11e-01']",6.72e-01,5.00e-01,0.0
1.00e-04,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.44e-01', '3.17e-01']",6.76e-01,1.00e+00,0.0
1.00e-04,3,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.20e-01', '3.22e-01']",6.80e-01,1.50e+00,0.0
1.00e-04,4,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.97e-01', '3.27e-01']",6.84e-01,2.00e+00,0.0
1.00e-04,5,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.73e-01', '3.33e-01']",6.88e-01,2.50e+00,0.0
1.00e-04,6,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.49e-01', '3.38e-01']",6.92e-01,3.00e+00,0.0
1.00e-04,7,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.25e-01', '3.43e-01']",6.96e-01,3.50e+00,0.0
1.00e-04,8,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.02e-01', '3.48e-01']",7.00e-01,4.00e+00,0.0
1.00e-04,9,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.78e-01', '3.54e-01']",7.04e-01,4.50e+00,0.0
1.00e-04,10,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,3.60e+01,"['-1.56e-01', '3.58e-01']",7.08e-01,5.05e+00,0.0
1.00e-04,11,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,2.00e+01,"['-1.44e-01', '3.61e-01']",7.10e-01,5.80e+00,0.0
1.00e-04,12,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,9.00e+00,"['-1.38e-01', '3.62e-01']",7.11e-01,6.69e+00,0.0
1.00e-04,13,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.36e-01', '3.63e-01']",7.11e-01,7.64e+00,0.0
1.00e-04,14,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.34e-01', '3.63e-01']",7.12e-01,8.60e+00,0.0
1.00e-04,15,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,2.00e+00,"['-1.33e-01', '3.63e-01']",7.12e-01,9.57e+00,0.0
1.00e-04,16,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,2.00e+00,"['-1.31e-01', '3.64e-01']",7.12e-01,1.06e+01,0.0
1.00e-04,17,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-1.31e-01', '3.64e-01']",7.12e-01,1.15e+01,0.0
1.00e-04,18,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-1.30e-01', '3.64e-01']",7.12e-01,1.25e+01,0.0
1.00e-04,19,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-1.29e-01', '3.64e-01']",7.12e-01,1.35e+01,0.0
1.00e-04,20,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-1.29e-01', '3.64e-01']",7.12e-01,1.45e+01,0.0
1.00e-04,21,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['-1.29e-01', '3.64e-01']",7.12e-01,1.55e+01,0.0
1.00e-01,1,[6.7 3.  5. ],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.10e+01,"['9.10e-01', '-2.23e+00']",-5.97e-02,8.63e-01,0.0
1.00e-01,2,[6.7 3.  5. ],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['9.10e-01', '-2.23e+00']",-5.97e-02,1.86e+00,0.0
1.00e-01,1,[6.7 3.  5.  1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.40e+01,"['-1.96e+00', '8.57e-01']",4.43e-01,8.25e-01,0.0
1.00e-01,2,[6.7 3.  5.  1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,2.00e+00,"['-1.84e+00', '7.67e-01']",4.43e-01,1.80e+00,0.0
1.00e-01,3,[6.7 3.  5.  1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['-1.84e+00', '7.67e-01']",4.43e-01,2.80e+00,0.0
