Learning rate,epoch,entradas,pesos,prediction,Salida deseada,loss,Pesos finales,bias,accuracy,umbral
1.00e-01,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.30e+01,"['-1.51e-01', '8.96e-01']",5.03e-01,8.38e-01,0.3
1.00e-01,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['-1.51e-01', '8.96e-01']",5.03e-01,1.84e+00,0.3
1.00e-01,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.30e+01,"['-1.51e-01', '8.96e-01']",6.80e-01,8.38e-01,0.5
1.00e-01,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['-1.51e-01', '8.96e-01']",6.80e-01,1.84e+00,0.5
1.00e-01,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.50e+01,"['-2.14e-02', '1.01e+00']",1.79e-01,8.12e-01,0.7
1.00e-01,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['-2.14e-02', '1.01e+00']",1.79e-01,1.81e+00,0.7
1.00e-01,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.50e+01,"['1.86e-02', '1.07e+00']",-6.70e-02,8.12e-01,0.9
1.00e-01,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['1.86e-02', '1.07e+00']",-6.70e-02,1.81e+00,0.9
1.00e-02,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,6.00e+00,"['-2.54e-02', '3.85e-01']",8.48e-02,9.25e-01,0.3
1.00e-02,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['-2.54e-02', '3.85e-01']",8.48e-02,1.93e+00,0.3
1.00e-02,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.10e+01,"['-6.44e-02', '3.94e-01']",4.62e-01,8.63e-01,0.5
1.00e-02,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,2.00e+00,"['-5.04e-02', '4.02e-01']",4.62e-01,1.84e+00,0.5
1.00e-02,3,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['-5.04e-02', '4.02e-01']",4.62e-01,2.84e+00,0.5
1.00e-02,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,8.00e+00,"['-1.34e-02', '3.92e-01']",4.30e-01,9.00e-01,0.7
1.00e-02,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['-1.34e-02', '3.92e-01']",4.30e-01,1.90e+00,0.7
1.00e-02,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,7.00e+00,"['3.16e-02', '3.97e-01']",4.89e-01,9.12e-01,0.9
1.00e-02,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['3.16e-02', '3.97e-01']",4.89e-01,1.91e+00,0.9
1.00e-03,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.54e-01', '3.59e-01']",6.54e-01,5.00e-01,0.3
1.00e-03,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.23e-01', '3.65e-01']",6.59e-01,1.44e+00,0.3
1.00e-03,3,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-1.17e-01', '3.66e-01']",6.60e-01,2.42e+00,0.3
1.00e-03,4,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['-1.17e-01', '3.66e-01']",6.60e-01,3.42e+00,0.3
1.00e-03,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.54e-01', '3.59e-01']",4.59e-01,5.00e-01,0.5
1.00e-03,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.60e+01,"['-6.04e-02', '3.79e-01']",4.75e-01,1.30e+00,0.5
1.00e-03,3,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-5.44e-02', '3.80e-01']",4.76e-01,2.29e+00,0.5
1.00e-03,4,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['-5.44e-02', '3.80e-01']",4.76e-01,3.29e+00,0.5
1.00e-03,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.54e-01', '3.59e-01']",9.94e-02,5.00e-01,0.7
1.00e-03,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.10e+01,"['2.86e-02', '3.99e-01']",1.30e-01,1.11e+00,0.7
1.00e-03,3,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,2.00e+00,"['3.86e-02', '4.01e-01']",1.32e-01,2.09e+00,0.7
1.00e-03,4,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['3.86e-02', '4.01e-01']",1.32e-01,3.09e+00,0.7
1.00e-03,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-1.54e-01', '3.59e-01']",7.96e-01,5.00e-01,0.9
1.00e-03,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.70e+01,"['-5.36e-02', '3.80e-01']",8.13e-01,1.29e+00,0.9
1.00e-03,3,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+00,"['-4.76e-02', '3.81e-01']",8.14e-01,2.27e+00,0.9
1.00e-03,4,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,0.00e+00,"['-4.76e-02', '3.81e-01']",8.14e-01,3.27e+00,0.9
1.00e-04,1,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.68e-01', '3.11e-01']",9.80e-01,5.00e-01,0.3
1.00e-04,2,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.44e-01', '3.17e-01']",9.84e-01,1.00e+00,0.3
1.00e-04,3,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-3.20e-01', '3.22e-01']",9.88e-01,1.50e+00,0.3
1.00e-04,4,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.97e-01', '3.27e-01']",9.92e-01,2.00e+00,0.3
1.00e-04,5,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.73e-01', '3.33e-01']",9.96e-01,2.50e+00,0.3
1.00e-04,6,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.49e-01', '3.38e-01']",1.00e+00,3.00e+00,0.3
1.00e-04,7,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,4.00e+01,"['-2.25e-01', '3.43e-01']",1.00e+00,3.50e+00,0.3
1.00e-04,8,[6.7 1.7],"['-3.91e-01', '3.06e-01']",0,1.00e+00,3.30e+01,"['-2.05e-01', '3.48e-01']",1.01e+00,4.09e+00,0.3
1.00e-04,9,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.90e+01,"['-1.94e-01', '3.50e-01']",1.01e+00,4.85e+00,0.3
1.00e-04,10,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,1.00e+01,"['-1.87e-01', '3.51e-01']",1.01e+00,5.72e+00,0.3
1.00e-04,11,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,8.00e+00,"['-1.82e-01', '3.52e-01']",1.01e+00,6.62e+00,0.3
1.00e-04,12,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,6.00e+00,"['-1.80e-01', '3.53e-01']",1.01e+00,7.55e+00,0.3
1.00e-04,13,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.79e-01', '3.53e-01']",1.01e+00,8.49e+00,0.3
1.00e-04,14,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.78e-01', '3.53e-01']",1.01e+00,9.43e+00,0.3
1.00e-04,15,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,6.00e+00,"['-1.78e-01', '3.54e-01']",1.01e+00,1.03e+01,0.3
1.00e-04,16,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,7.00e+00,"['-1.77e-01', '3.54e-01']",1.01e+00,1.13e+01,0.3
1.00e-04,17,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,7.00e+00,"['-1.77e-01', '3.54e-01']",1.01e+00,1.22e+01,0.3
1.00e-04,18,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,7.00e+00,"['-1.77e-01', '3.54e-01']",1.01e+00,1.31e+01,0.3
1.00e-04,19,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,8.00e+00,"['-1.77e-01', '3.55e-01']",1.01e+00,1.40e+01,0.3
1.00e-04,20,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,7.00e+00,"['-1.77e-01', '3.55e-01']",1.01e+00,1.49e+01,0.3
1.00e-04,21,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,7.00e+00,"['-1.77e-01', '3.55e-01']",1.01e+00,1.58e+01,0.3
1.00e-04,22,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,8.00e+00,"['-1.77e-01', '3.55e-01']",1.01e+00,1.67e+01,0.3
1.00e-04,23,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,7.00e+00,"['-1.77e-01', '3.56e-01']",1.01e+00,1.76e+01,0.3
1.00e-04,24,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,7.00e+00,"['-1.77e-01', '3.56e-01']",1.01e+00,1.85e+01,0.3
1.00e-04,25,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,8.00e+00,"['-1.77e-01', '3.56e-01']",1.01e+00,1.94e+01,0.3
1.00e-04,26,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,7.00e+00,"['-1.77e-01', '3.56e-01']",1.01e+00,2.04e+01,0.3
1.00e-04,27,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.77e-01', '3.56e-01']",1.01e+00,2.13e+01,0.3
1.00e-04,28,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,7.00e+00,"['-1.77e-01', '3.57e-01']",1.01e+00,2.22e+01,0.3
1.00e-04,29,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.77e-01', '3.57e-01']",1.01e+00,2.31e+01,0.3
1.00e-04,30,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.77e-01', '3.57e-01']",1.01e+00,2.41e+01,0.3
1.00e-04,31,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.78e-01', '3.57e-01']",1.01e+00,2.50e+01,0.3
1.00e-04,32,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,7.00e+00,"['-1.77e-01', '3.57e-01']",1.01e+00,2.59e+01,0.3
1.00e-04,33,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.78e-01', '3.57e-01']",1.01e+00,2.69e+01,0.3
1.00e-04,34,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,7.00e+00,"['-1.77e-01', '3.58e-01']",1.01e+00,2.78e+01,0.3
1.00e-04,35,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.77e-01', '3.58e-01']",1.01e+00,2.87e+01,0.3
1.00e-04,36,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.78e-01', '3.58e-01']",1.01e+00,2.96e+01,0.3
1.00e-04,37,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.58e-01']",1.01e+00,3.06e+01,0.3
1.00e-04,38,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.77e-01', '3.58e-01']",1.01e+00,3.15e+01,0.3
1.00e-04,39,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.77e-01', '3.58e-01']",1.01e+00,3.25e+01,0.3
1.00e-04,40,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.78e-01', '3.58e-01']",1.01e+00,3.34e+01,0.3
1.00e-04,41,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.59e-01']",1.01e+00,3.44e+01,0.3
1.00e-04,42,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.77e-01', '3.59e-01']",1.01e+00,3.53e+01,0.3
1.00e-04,43,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.59e-01']",1.01e+00,3.63e+01,0.3
1.00e-04,44,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.59e-01']",1.01e+00,3.72e+01,0.3
1.00e-04,45,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.77e-01', '3.59e-01']",1.01e+00,3.81e+01,0.3
1.00e-04,46,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.59e-01']",1.01e+00,3.91e+01,0.3
1.00e-04,47,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.59e-01']",1.01e+00,4.01e+01,0.3
1.00e-04,48,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.77e-01', '3.59e-01']",1.01e+00,4.10e+01,0.3
1.00e-04,49,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.59e-01']",1.01e+00,4.20e+01,0.3
1.00e-04,50,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.60e-01']",1.01e+00,4.29e+01,0.3
1.00e-04,51,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.77e-01', '3.60e-01']",1.01e+00,4.39e+01,0.3
1.00e-04,52,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.60e-01']",1.01e+00,4.48e+01,0.3
1.00e-04,53,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.60e-01']",1.01e+00,4.58e+01,0.3
1.00e-04,54,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.77e-01', '3.60e-01']",1.01e+00,4.67e+01,0.3
1.00e-04,55,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.60e-01']",1.01e+00,4.77e+01,0.3
1.00e-04,56,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.77e-01', '3.60e-01']",1.01e+00,4.86e+01,0.3
1.00e-04,57,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.77e-01', '3.60e-01']",1.01e+00,4.96e+01,0.3
1.00e-04,58,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.60e-01']",1.01e+00,5.05e+01,0.3
1.00e-04,59,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,5.00e+00,"['-1.77e-01', '3.61e-01']",1.01e+00,5.15e+01,0.3
1.00e-04,60,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.77e-01', '3.61e-01']",1.01e+00,5.24e+01,0.3
1.00e-04,61,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.61e-01']",1.01e+00,5.34e+01,0.3
1.00e-04,62,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.61e-01']",1.01e+00,5.43e+01,0.3
1.00e-04,63,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.61e-01']",1.01e+00,5.53e+01,0.3
1.00e-04,64,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.61e-01']",1.01e+00,5.62e+01,0.3
1.00e-04,65,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.77e-01', '3.61e-01']",1.01e+00,5.72e+01,0.3
1.00e-04,66,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.61e-01']",1.01e+00,5.82e+01,0.3
1.00e-04,67,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.77e-01', '3.61e-01']",1.01e+00,5.91e+01,0.3
1.00e-04,68,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.61e-01']",1.01e+00,6.01e+01,0.3
1.00e-04,69,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.62e-01']",1.01e+00,6.10e+01,0.3
1.00e-04,70,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.62e-01']",1.01e+00,6.20e+01,0.3
1.00e-04,71,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.62e-01']",1.01e+00,6.30e+01,0.3
1.00e-04,72,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.77e-01', '3.62e-01']",1.01e+00,6.39e+01,0.3
1.00e-04,73,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.62e-01']",1.01e+00,6.49e+01,0.3
1.00e-04,74,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.62e-01']",1.01e+00,6.58e+01,0.3
1.00e-04,75,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.62e-01']",1.01e+00,6.68e+01,0.3
1.00e-04,76,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.62e-01']",1.01e+00,6.77e+01,0.3
1.00e-04,77,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.77e-01', '3.62e-01']",1.01e+00,6.87e+01,0.3
1.00e-04,78,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.62e-01']",1.01e+00,6.97e+01,0.3
1.00e-04,79,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.62e-01']",1.01e+00,7.06e+01,0.3
1.00e-04,80,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.62e-01']",1.01e+00,7.16e+01,0.3
1.00e-04,81,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.63e-01']",1.01e+00,7.25e+01,0.3
1.00e-04,82,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.63e-01']",1.01e+00,7.35e+01,0.3
1.00e-04,83,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.63e-01']",1.01e+00,7.45e+01,0.3
1.00e-04,84,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.63e-01']",1.01e+00,7.54e+01,0.3
1.00e-04,85,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.63e-01']",1.01e+00,7.64e+01,0.3
1.00e-04,86,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.63e-01']",1.01e+00,7.73e+01,0.3
1.00e-04,87,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.63e-01']",1.01e+00,7.83e+01,0.3
1.00e-04,88,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.63e-01']",1.01e+00,7.92e+01,0.3
1.00e-04,89,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.63e-01']",1.01e+00,8.02e+01,0.3
1.00e-04,90,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.63e-01']",1.01e+00,8.12e+01,0.3
1.00e-04,91,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.64e-01']",1.01e+00,8.21e+01,0.3
1.00e-04,92,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.64e-01']",1.01e+00,8.31e+01,0.3
1.00e-04,93,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.64e-01']",1.01e+00,8.40e+01,0.3
1.00e-04,94,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.64e-01']",1.01e+00,8.50e+01,0.3
1.00e-04,95,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.64e-01']",1.00e+00,8.59e+01,0.3
1.00e-04,96,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.64e-01']",1.00e+00,8.69e+01,0.3
1.00e-04,97,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.64e-01']",1.00e+00,8.78e+01,0.3
1.00e-04,98,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.64e-01']",1.00e+00,8.88e+01,0.3
1.00e-04,99,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.64e-01']",1.00e+00,8.98e+01,0.3
1.00e-04,100,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.64e-01']",1.00e+00,9.07e+01,0.3
1.00e-04,101,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.64e-01']",1.00e+00,9.17e+01,0.3
1.00e-04,102,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.64e-01']",1.00e+00,9.26e+01,0.3
1.00e-04,103,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.65e-01']",1.00e+00,9.36e+01,0.3
1.00e-04,104,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.65e-01']",1.00e+00,9.45e+01,0.3
1.00e-04,105,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.65e-01']",1.00e+00,9.55e+01,0.3
1.00e-04,106,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.78e-01', '3.65e-01']",1.00e+00,9.65e+01,0.3
1.00e-04,107,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.65e-01']",1.00e+00,9.74e+01,0.3
1.00e-04,108,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.65e-01']",1.00e+00,9.84e+01,0.3
1.00e-04,109,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.65e-01']",1.00e+00,9.93e+01,0.3
1.00e-04,110,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.65e-01']",1.00e+00,1.00e+02,0.3
1.00e-04,111,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.78e-01', '3.65e-01']",1.00e+00,1.01e+02,0.3
1.00e-04,112,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.65e-01']",1.00e+00,1.02e+02,0.3
1.00e-04,113,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.66e-01']",1.00e+00,1.03e+02,0.3
1.00e-04,114,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.66e-01']",1.00e+00,1.04e+02,0.3
1.00e-04,115,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.66e-01']",1.00e+00,1.05e+02,0.3
1.00e-04,116,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.78e-01', '3.66e-01']",1.00e+00,1.06e+02,0.3
1.00e-04,117,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.66e-01']",1.00e+00,1.07e+02,0.3
1.00e-04,118,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.78e-01', '3.66e-01']",1.00e+00,1.08e+02,0.3
1.00e-04,119,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.66e-01']",1.00e+00,1.09e+02,0.3
1.00e-04,120,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,4.00e+00,"['-1.77e-01', '3.66e-01']",1.00e+00,1.10e+02,0.3
1.00e-04,121,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.66e-01']",1.00e+00,1.11e+02,0.3
1.00e-04,122,[6.7 1.7],"['-3.91e-01', '3.06e-01']",1,1.00e+00,3.00e+00,"['-1.78e-01', '3.66e-01']",1.00e+00,1.12e+02,0.3
