3,12,2.5239352829942163e-09,1.0,2.7275095515477688e-09,1.0,0.02277098037302494,0.9775967597961426
3,48,9.544641743630677e-10,1.0,1.13901665876881e-09,1.0,0.030898837372660637,0.9653767943382263
3,128,0.0002240105386590585,0.9997736811637878,2.6502570449338236e-07,1.0,0.03545153886079788,0.9653767943382263
6,12,4.926902885671325e-09,1.0,1.363144264132643e-09,1.0,0.03651917353272438,0.9592667818069458
6,48,2.478480198853106e-10,1.0,1.8290423342559592e-10,1.0,0.039536252617836,0.9572301506996155
6,128,8.352882968631903e-11,1.0,9.197171496611034e-11,1.0,0.03458121791481972,0.9653767943382263
9,12,4.1115022497706377e-10,1.0,4.5801346049145764e-10,1.0,0.03781522810459137,0.9592667818069458
9,48,2.2130879073767318e-10,1.0,1.1938965094326903e-10,1.0,0.030749429017305374,0.9714867472648621
9,128,0.042041365057229996,0.9576731324195862,0.0502232126891613,0.9490950107574463,0.04669744521379471,0.9551934599876404
3,12,1.7839807853192724e-08,0.5692620873451233,1.6959248450021391e-09,0.5723981857299805,0.03018464893102646,0.4867617189884186
3,48,7.062758156095583e-10,0.022634675726294518,5.424626858818726e-10,0.022624434903264046,0.03958036005496979,0.09164969623088837
3,128,1.2995835163565062e-07,0.9576731324195862,2.0711624415525876e-07,0.9490950107574463,0.032985180616378784,0.9551934599876404
6,12,9.231911901608214e-10,0.957446813583374,8.17111600603937e-10,0.9490950107574463,0.027220116928219795,0.9205702543258667
6,48,2.1464852117958344e-10,1.0,2.1039238407016825e-10,1.0,0.03129611536860466,0.9714867472648621
6,128,1.9633120129647352e-10,0.9576731324195862,1.7714221756115478e-10,0.9490950107574463,0.03547469154000282,0.9572301506996155
9,12,1.2803683113737918e-10,1.0,1.6286542947607785e-10,1.0,0.02881040796637535,0.9592667818069458
9,48,1.0522999138729006e-10,0.0004526935226749629,9.141352952379833e-11,0.0,0.03174981102347374,0.04073319584131241
9,128,1.1210838507524912e-10,1.0,2.9638361209727293e-10,1.0,0.010275531560182571,0.9877800345420837
